title,price_gbp,price_inr,rating,in_stock,category
The Silent Twin (Detective Jennifer Knight #3),36.25,3824.375,3,True,Fantasy
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,3099.5899999999997,1,True,Fantasy
Sister Sable (The Mad Queen #1),13.33,1406.315,3,True,Fantasy
Shadow Rites (Jane Yellowrock #10),21.72,2291.46,4,True,Fantasy
Origins (Alphas 0.5),28.99,3058.4449999999997,1,True,Fantasy
One Second (Seven #7),52.94,5585.17,2,True,Fantasy
Myriad (Prentor #1),58.75,6198.125,4,True,Fantasy
Without Borders (Wanderlove #1),45.07,4754.885,2,True,New Adult
The Mistake (Off-Campus #2),43.29,4567.095,3,True,New Adult
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,5892.175,1,True,New Adult
The Hook Up (Game On #1),36.29,3828.595,5,True,New Adult
Shameless,58.35,6155.925,3,True,New Adult
Off Sides (Off #1),39.45,4161.975,5,True,New Adult
The Requiem Red,22.65,2389.575,1,True,Young Adult
Set Me Free,17.46,1842.0300000000002,5,True,Young Adult
The Natural History of Us (The Fine Art of Pretending #2),45.22,4770.71,3,True,Young Adult
Obsidian (Lux #1),14.86,1567.73,2,True,Young Adult
Burning,28.81,3039.455,3,True,Young Adult
A Fierce and Subtle Poison,28.13,2967.7149999999997,4,True,Young Adult
Scarlett Epstein Hates It Here,43.55,4594.525,5,True,Young Adult
"Nightingale, Sing",38.28,4038.54,1,True,Young Adult
Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,5123.08,5,True,Young Adult
Frostbite (Vampire Academy #2),29.99,3163.9449999999997,5,True,Young Adult
Wild Swans,14.36,1514.98,2,True,Young Adult
Until Friday Night (The Field Party #1),46.31,4885.705,2,True,Young Adult
This Is Where It Ends,27.12,2861.1600000000003,2,True,Young Adult
The Darkest Lie,35.35,3729.425,5,True,Young Adult
My Kind of Crazy,40.36,4257.98,1,True,Young Adult
Don't Get Caught,55.35,5839.425,1,True,Young Adult
Catching Jordan (Hundred Oaks),50.83,5362.565,3,True,Young Adult
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,6133.77,4,True,Young Adult
The Epidemic (The Program 0.6),14.44,1523.4199999999998,5,True,Young Adult
Stars Above (The Lunar Chronicles #4.5),48.05,5069.275,2,True,Young Adult
No Love Allowed (Dodge Cove #1),54.65,5765.575,4,True,Young Adult
"Exit, Pursued by a Bear",51.34,5416.370000000001,4,True,Young Adult
The Alien Club,54.4,5739.2,1,True,Young Adult
Don't Forget Steven,33.23,3505.765,1,True,Young Adult
South of Sunshine,28.93,3052.115,1,True,Young Adult
My Life Next Door (My Life Next Door ),36.39,3839.145,5,True,Young Adult
Future Shock (Future Shock #1),55.65,5871.075,5,True,Young Adult
Nightstruck: A Novel,50.35,5311.925,4,True,Young Adult
Tell the Wolves I'm Home,50.96,5376.28,2,True,Young Adult
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4991.205,4,True,Young Adult
Where She Went (If I Stay #2),41.73,4402.514999999999,4,True,Young Adult
Two Summers,14.64,1544.52,1,True,Young Adult
The Darkest Corners,11.33,1195.315,5,True,Young Adult
Tell Me Three Things,41.81,4410.955,1,True,Young Adult
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,2492.9649999999997,4,True,Young Adult
Kill the Boy Band,15.52,1637.36,5,True,Young Adult
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5077.715,5,True,Young Adult
An Abundance of Katherines,10.0,1055.0,5,True,Young Adult
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,2549.9350000000004,4,True,Young Adult
Walk the Edge (Thunder Road #2),32.36,3413.98,3,True,Young Adult
Two Boys Kissing,32.74,3454.07,2,True,Young Adult
The New Guy (and Other Senior Year Distractions),44.92,4739.06,3,True,Young Adult
"The Land of 10,000 Madonnas",29.64,3127.02,4,True,Young Adult
Scarlet (The Lunar Chronicles #2),14.57,1537.135,4,True,Young Adult
Legend (Legend #1),43.69,4609.295,4,True,Young Adult
Lady Renegades (Rebel Belle #3),53.04,5595.72,5,True,Young Adult
Golden (Heart of Dread #3),42.21,4453.155,4,True,Young Adult
Cinder (The Lunar Chronicles #1),26.09,2752.495,1,True,Young Adult
Boy Meets Boy,21.12,2228.1600000000003,3,True,Young Adult
Annie on My Mind,36.83,3885.5649999999996,5,True,Young Adult
New Moon (Twilight #2),12.86,1356.73,4,True,Young Adult
Girl Online On Tour (Girl Online #2),53.47,5641.085,1,True,Young Adult
The Haters,27.89,2942.395,5,True,Young Adult
The Art of Not Breathing,40.83,4307.565,4,True,Young Adult
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,4532.28,4,True,Science
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,6051.48,5,True,Science
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4720.070000000001,4,True,Science
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,3961.5249999999996,1,True,Science
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,5898.504999999999,1,True,Science
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,2997.255,1,True,Science
The Origin of Species,10.01,1056.055,4,True,Science
The Grand Design,13.76,1451.68,3,True,Science
Peak: Secrets from the New Science of Expertise,16.28,1717.5400000000002,2,True,Science
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,1374.665,4,True,Science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,6050.425,5,True,Science
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2725.0649999999996,2,True,Science
Seven Brief Lessons on Physics,30.6,3228.3,4,True,Science
The Selfish Gene,29.45,3106.975,1,True,Science
A Light in the Attic,51.77,5461.735000000001,3,True,Poetry
The Black Maria,52.15,5501.825,1,True,Poetry
Shakespeare's Sonnets,20.66,2179.63,4,True,Poetry
Olio,23.88,2519.3399999999997,1,True,Poetry
You can't bury them all: Poems,33.63,3547.965,2,True,Poetry
Slow States of Collapse: Poems,57.31,6046.205,3,True,Poetry
Untitled Collection: Sabbath Poems 2014,14.27,1505.485,4,True,Poetry
Poems That Make Grown Women Cry,14.19,1497.0449999999998,4,True,Poetry
Night Sky with Exit Wounds,41.05,4330.775,1,True,Poetry
salt.,46.78,4935.29,4,True,Poetry
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5368.895,5,True,Poetry
Out of Print: City Lights Spotlight No. 14,53.64,5659.02,5,True,Poetry
Les Fleurs du Mal,29.04,3063.72,5,True,Poetry
Howl and Other Poems,40.45,4267.475,2,True,Poetry
Leave This Song Behind: Teen Poetry at Its Best,51.17,5398.435,5,True,Poetry
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,1626.81,5,True,Poetry
The Crossover,38.77,4090.235,4,True,Poetry
Booked,17.49,1845.195,5,True,Poetry
Twenty Love Poems and a Song of Despair,30.95,3265.225,4,True,Poetry
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1624.7,1,True,Paranormal
Wall and Piece,44.18,4660.99,4,True,Art
Feathers: Displays of Brilliant Plumage,49.05,5174.775,3,True,Art
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,5130.465,4,True,Art
The New Drawing on the Right Side of the Brain,43.02,4538.610000000001,3,True,Art
History of Beauty,10.29,1085.5949999999998,4,True,Art
The Story of Art,41.14,4340.27,4,True,Art
The Art Book,32.34,3411.8700000000003,2,True,Art
Ways of Seeing,39.51,4168.304999999999,5,True,Art
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,1097.2,1,True,Psychology
The Golden Condom: And Other Essays on Love Lost and Found,39.43,4159.865,1,True,Psychology
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,5936.485000000001,3,True,Psychology
An Unquiet Mind: A Memoir of Moods and Madness,21.3,2247.15,3,True,Psychology
"Thinking, Fast and Slow",21.14,2230.27,1,True,Psychology
Civilization and Its Discontents,59.95,6324.725,2,True,Psychology
8 Keys to Mental Health Through Exercise,31.04,3274.72,1,True,Psychology
The Argonauts,10.93,1153.115,2,True,Autobiography
M Train,27.18,2867.49,1,True,Autobiography
Lab Girl,40.85,4309.675,1,True,Autobiography
Approval Junkie: Adventures in Caring Too Much,58.81,6204.455,5,True,Autobiography
Running with Scissors,12.91,1362.005,4,True,Autobiography
Me Talk Pretty One Day,57.6,6076.8,2,True,Autobiography
Lust & Wonder,11.87,1252.2849999999999,2,True,Autobiography
Life Without a Recipe,59.04,6228.72,5,True,Autobiography
A Heartbreaking Work of Staggering Genius,54.29,5727.595,5,True,Autobiography
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,3940.425,2,True,Parenting
Fifty Shades Freed (Fifty Shades #3),15.36,1620.48,5,True,Adult Fiction
The Long Haul (Diary of a Wimpy Kid #9),44.07,4649.385,1,True,Humor
Old School (Diary of a Wimpy Kid #10),11.83,1248.065,5,True,Humor
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,2740.89,4,True,Humor
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,1556.125,5,True,Humor
Dress Your Family in Corduroy and Denim,43.68,4608.24,3,True,Humor
Toddlers Are A**holes: It's Not Your Fault,25.55,2695.525,1,True,Humor
When You Are Engulfed in Flames,30.89,3258.895,5,True,Humor
Naked,31.69,3343.295,3,True,Humor
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5855.25,5,True,Humor
Holidays on Ice,51.07,5387.885,2,True,Humor
Security,39.25,4140.875,2,True,Horror
Follow You Home,21.36,2253.48,1,True,Horror
The Loney,23.4,2468.7,1,True,Horror
Pet Sematary,10.56,1114.0800000000002,3,True,Horror
Doctor Sleep (The Shining #2),40.12,4232.66,2,True,Horror
Psycho: Sanitarium (Psycho #1.5),36.97,3900.335,5,True,Horror
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,5131.52,1,True,Horror
Red Dragon (Hannibal Lecter #1),23.37,2465.5350000000003,3,True,Horror
Dracula the Un-Dead,35.63,3758.965,5,True,Horror
Night Shift (Night Shift #1-20),12.75,1345.125,4,True,Horror
Needful Things,47.51,5012.304999999999,4,True,Horror
Misery,34.79,3670.345,2,True,Horror
It,25.01,2638.5550000000003,3,True,Horror
'Salem's Lot,49.56,5228.58,4,True,Horror
The Stand,57.86,6104.23,2,True,Horror
The Girl with All the Gifts,49.47,5219.085,3,True,Horror
House of Leaves,54.89,5790.895,1,True,Horror
Sapiens: A Brief History of Humankind,54.23,5721.264999999999,5,True,History
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,2692.36,1,True,History
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,2081.515,1,True,History
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,3827.54,2,True,History
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,6292.02,1,True,History
Zealot: The Life and Times of Jesus of Nazareth,24.7,2605.85,3,True,History
A Distant Mirror: The Calamitous 14th Century,14.58,1538.19,3,True,History
1491: New Revelations of the Americas Before Columbus,21.8,2299.9,3,True,History
Brilliant Beacons: A History of the American Lighthouse,11.45,1207.975,3,True,History
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,4692.639999999999,5,True,History
A Short History of Nearly Everything,52.4,5528.2,5,True,History
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,4185.185,2,True,History
Catherine the Great: Portrait of a Woman,58.55,6177.025,4,True,History
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,4527.004999999999,5,True,History
The Hiding Place,55.91,5898.504999999999,4,True,History
America's War for the Greater Middle East: A Military History,51.22,5403.71,2,True,History
The Guns of August,14.54,1533.9699999999998,2,True,History
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,4610.35,2,True,History
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3219.86,3,True,Food and Drink
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,5951.254999999999,1,True,Food and Drink
My Paris Kitchen: Recipes and Stories,33.37,3520.535,2,True,Food and Drink
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,1479.11,4,True,Food and Drink
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,4231.605,1,True,Food and Drink
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,3939.3700000000003,5,True,Food and Drink
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,3966.8,2,True,Food and Drink
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,4351.875,1,True,Food and Drink
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,4447.879999999999,3,True,Food and Drink
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3035.235,3,True,Food and Drink
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,2062.525,1,True,Food and Drink
Barefoot Contessa Back to Basics,28.01,2955.0550000000003,1,True,Food and Drink
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5340.41,5,True,Food and Drink
My Kitchen Year: 136 Recipes That Saved My Life,11.53,1216.415,2,True,Food and Drink
Everyday Italian: 125 Simple and Delicious Recipes,20.1,2120.55,5,True,Food and Drink
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,4090.235,1,True,Food and Drink
Cravings: Recipes for What You Want to Eat,20.5,2162.75,3,True,Food and Drink
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,1301.87,4,True,Food and Drink
32 Yolks,53.63,5657.965,2,True,Food and Drink
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,1200.5900000000001,5,True,Food and Drink
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4854.054999999999,4,True,Food and Drink
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2980.375,2,True,Food and Drink
The Barefoot Contessa Cookbook,59.92,6321.56,5,True,Food and Drink
Better Homes and Gardens New Cook Book,39.61,4178.855,3,True,Food and Drink
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,1165.775,5,True,Food and Drink
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,2628.005,5,True,Food and Drink
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,1441.13,2,True,Food and Drink
The Smitten Kitchen Cookbook,23.59,2488.745,1,True,Food and Drink
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3620.76,3,True,Food and Drink
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3496.27,3,True,Food and Drink
Redeeming Love,20.47,2159.585,5,True,Christian Fiction
Close to You,49.46,5218.03,4,True,Christian Fiction
Shadows of the Past (Logan Point #1),39.67,4185.185,5,True,Christian Fiction
Like Never Before (Walker Family #2),28.77,3035.235,2,True,Christian Fiction
Counted With the Stars (Out from Egypt #1),17.97,1895.8349999999998,5,True,Christian Fiction
If I Run (If I Run #1),49.97,5271.835,4,True,Christian Fiction
The Dirty Little Secrets of Getting Your Dream Job,33.34,3517.3700000000003,4,True,Business
The Third Wave: An Entrepreneurâs Vision of the Future,12.61,1330.355,5,True,Business
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,2906.525,3,True,Business
Shoe Dog: A Memoir by the Creator of NIKE,23.99,2530.9449999999997,2,True,Business
Made to Stick: Why Some Ideas Survive and Others Die,38.85,4098.675,5,True,Business
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,4551.27,1,True,Business
The Art of Startup Fundraising,21.0,2215.5,3,True,Business
Born for This: How to Find the Work You Were Meant to Do,21.59,2277.745,5,True,Business
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,3894.0049999999997,1,True,Business
"Rich Dad, Poor Dad",51.74,5458.570000000001,1,True,Business
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3578.5600000000004,3,True,Business
Rework,44.88,4734.84,2,True,Business
Louisa: The Extraordinary Life of Mrs. Adams,16.85,1777.6750000000002,2,True,Biography
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2231.325,2,True,Biography
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,4172.525,1,True,Biography
Benjamin Franklin: An American Life,48.19,5084.045,3,True,Biography
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,4491.135,3,True,Biography
In Her Wake,12.84,1354.62,1,True,Thriller
The Elephant Tree,23.82,2513.01,5,True,Thriller
Behind Closed Doors,52.22,5509.21,4,True,Thriller
You (You #1),43.61,4600.855,5,True,Thriller
The Guilty (Will Robie #4),13.82,1458.01,2,True,Thriller
The 14th Colony (Cotton Malone #11),39.24,4139.820000000001,1,True,Thriller
Give It Back,18.32,1932.76,2,True,Thriller
Killing Floor (Jack Reacher #1),31.49,3322.1949999999997,4,True,Thriller
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,6299.405,3,True,Thriller
Far From True (Promise Falls Trilogy #2),34.93,3685.115,2,True,Thriller
The Travelers,15.77,1663.735,1,True,Thriller
When We Collided,31.77,3351.735,1,True,Contemporary
Someone Like You (The Harrisons #2),52.79,5569.345,5,True,Contemporary
We Are All Completely Beside Ourselves,24.04,2536.22,1,True,Contemporary
The Four Agreements: A Practical Guide to Personal Freedom,17.66,1863.13,5,True,Spirituality
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,3401.32,5,True,Spirituality
Chasing Heaven: What Dying Taught Me About Living,37.8,3987.8999999999996,2,True,Spirituality
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,2206.005,1,True,Spirituality
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,4887.815,2,True,Spirituality
A New Earth: Awakening to Your Life's Purpose,55.65,5871.075,5,True,Spirituality
Logan Kade (Fallen Crest High #5.5),13.12,1384.1599999999999,2,True,Academic
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,4889.925,1,True,Self Help
How to Be Miserable: 40 Strategies You Already Use,46.03,4856.165,1,True,Self Help
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,5501.825,3,True,Self Help
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,1274.44,3,True,Self Help
How to Stop Worrying and Start Living,46.49,4904.695000000001,5,True,Self Help
All the Light We Cannot See,29.87,3151.2850000000003,5,True,Historical
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1665.8449999999998,1,True,Historical
(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,5697.0,5,True,Christian
Crazy Love: Overwhelmed by a Relentless God,47.72,5034.46,2,True,Christian
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,2718.735,1,True,Christian
Silence in the Dark (Logan Point #4),58.33,6153.815,3,True,Suspense
The Grownup,35.88,3785.34,1,True,Short Stories
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5782.455,5,True,Novels
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,5174.775,3,True,Health
"Eat Fat, Get Thin",54.07,5704.385,2,True,Health
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5244.405,5,True,Health
The Art and Science of Low Carbohydrate Living,52.98,5589.389999999999,5,True,Health
Libertarianism for Beginners,51.33,5415.315,2,True,Politics
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,5554.575,4,True,Politics
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,5998.73,1,True,Politics
Amid the Chaos,36.58,3859.1899999999996,1,True,Cultural
Dark Notes,19.19,2024.545,5,True,Erotica
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,1157.335,1,True,Crime
